Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2018-Sep,Letter to the Editor,Response to: “Letter to the editor: Mesoaxial synostotic syndactyly with phalangeal reduction (MSSD): syndactyly type IX”,"Julius Matthias Weinrich,Peter Bannas",Julius Matthias Weinrich,Peter Bannas
2018-Sep,Review Article,Ultrasound for diagnosing radiographically occult scaphoid fracture,"Robert M. Kwee,Thomas C. Kwee",Robert M. Kwee,Thomas C. Kwee
2018-Sep,Scientific Article,"Clinical, radiological, and pathological features of extraskeletal osteosarcoma","Lauren A. Roller,Ivan Chebib,Connie Y. Chang",Lauren A. Roller,Connie Y. Chang
2018-Sep,Scientific Article,Radiographic morphology of normal ring apophyses in the immature cervical spine,"T. D. Woo,G. Tony,V. N. Cassar-Pullicino",T. D. Woo,V. N. Cassar-Pullicino
2018-Sep,Scientific Article,MRI findings associated with medial patellofemoral capsuloligamentous plication,"William R. Walter,Hien Pham,Christopher J. Burke",William R. Walter,Christopher J. Burke
2018-Sep,Scientific Article,Normal imaging laterality on magnetic resonance imaging of the medial epicondyle of the elbow on the dominant side of adolescent male baseball players,"Tomohiro Yoshizawa,Yoshikazu Okamoto,Masashi Yamazaki",Tomohiro Yoshizawa,Masashi Yamazaki
2018-Sep,Scientific Article,Radiological glenohumeral osteoarthritis in long-term type 1 diabetes. Prevalence and reliability of three classification systems. The Dialong shoulder study,"Niels Gunnar Juel,Jens I. Brox,Tore J. Berg",Niels Gunnar Juel,Tore J. Berg
2018-Sep,Scientific Article,Imaging of the post-operative shoulder: does injection of iodinated contrast in addition to MR contrast during arthrography improve diagnostic accuracy and patient throughput?,Thomas Magee,Thomas Magee,Thomas Magee
2018-Sep,Scientific Article,Magnetic resonance imaging assessment of the normal knee anterolateral ligament in children and adolescents,"Camilo Partezani Helito,Paulo Victor Partezani Helito,Giovanni Guido Cerri",Camilo Partezani Helito,Giovanni Guido Cerri
2018-Sep,Scientific Article,Correlation of listhesis on upright radiographs and central lumbar spinal canal stenosis on supine MRI: is it possible to predict lumbar spinal canal stenosis?,"Tim Finkenstaedt,Filippo Del Grandeon behalf of the LSOS working group",Tim Finkenstaedt,Filippo Del Grandeon behalf of the LSOS working group
2018-Sep,Scientific Article,The location of the peroneus longus tendon in the cuboid groove: sonographic study in various positions of the ankle–foot in asymptomatic volunteers,"Hye Jung Choo,Sun Joo Lee,Donald L. Resnick",Hye Jung Choo,Donald L. Resnick
2018-Sep,Test Yourself: Question,Short stature and bone structure abnormalities in two siblings,"Grammatina Boitsios,Jean-Christophe Le Brun,Paolo Simoni",Grammatina Boitsios,Paolo Simoni
2018-Sep,Case Report,Diagnosis of isolated extensor carpi radialis longus (ECRL) tendon avulsion fracture using ultrasound: a paradigm shift,"N. Alnaif,S. Alrobaiea,M. H. Martin",N. Alnaif,M. H. Martin
2018-Sep,Case Report,Lymphangiomatosis: a rare entity presenting with involvement of the sacral plexus,"Megan K. Mills,Bryn Putbrese,Sarah E. Stilwill",Megan K. Mills,Sarah E. Stilwill
2018-Sep,Case Report,Giant fibroepithelial polyp of the thigh and retroperitoneal fibromatosis in a young woman: a rare case,"Ruchi Gupta,Shuchi Smita,Lakshmi Sinha",Ruchi Gupta,Lakshmi Sinha
2018-Sep,Case Report,Intra-articular solitary fibrous tumor of the knee,"Michael Roth,Salem Alowami,Srinivasan Harish",Michael Roth,Srinivasan Harish
2018-Sep,Test Yourself: Answer,Short stature and bone structure abnormalities in an 8-year-old girl,"Grammatina Boitsios,Jean-Christophe Le Brun,Paolo Simoni",Grammatina Boitsios,Paolo Simoni
2018-Sep,Browser's Notes,Browser’s Notes,,,
2018-Sep,Abstracts,"Annual Scientific Meeting Abstracts of the International Skeletal Society (ISS) 2018, Berlin, Germany",,,
