Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2022-Nov,Review Article,An update on imaging of tarsal tunnel syndrome,"Davoud Khodatars,Ankur Gupta,Asif Saifuddin",Davoud Khodatars,Asif Saifuddin
2022-Nov,Review Article,Complications in image-guided musculoskeletal injections,"John P. Hynes,Eoin C. Kavanagh",John P. Hynes,Eoin C. Kavanagh
2022-Nov,Review Article,Ultrasound evaluations and guided procedures of the painful joint arthroplasty,"Steven B. Soliman,Jason J. Davis,Marnix T. van Holsbeeck",Steven B. Soliman,Marnix T. van Holsbeeck
2022-Nov,Scientific Article,Can images crowdsourced from the internet be used to train generalizable joint dislocation deep learning algorithms?,"Jinchi Wei,David Li,Paul H. Yi",Jinchi Wei,Paul H. Yi
2022-Nov,Scientific Article,Automated detection of acute appendicular skeletal fractures in pediatric patients using deep learning,"Daichi Hayashi,Andrew J. Kompel,Ali Guermazi",Daichi Hayashi,Ali Guermazi
2022-Nov,Scientific Article,Reliability of reporting differences in degenerative MRI findings of the lumbar spine from the supine to the upright position,"Klaus Doktor,Jan Hartvigsen,Tue Secher Jensen",Klaus Doktor,Tue Secher Jensen
2022-Nov,Scientific Article,Complications associated with improper palpation-guided iliac bone marrow biopsy tracts identified on follow-up imaging,"Mihran Khdhir,Yara Jabbour,Hicham Moukaddam",Mihran Khdhir,Hicham Moukaddam
2022-Nov,Scientific Article,Shear wave elastography imaging in a porcine tendinopathy model,"Grant M. Quilling,Kenneth S. Lee,Beau Ebben",Grant M. Quilling,Beau Ebben
2022-Nov,Scientific Article,Three-dimensional morphological analysis of quadrilateral plate fragments in associated both-column acetabular fractures,"Kai Ye,Jianfei Tang,Zhiquan An",Kai Ye,Zhiquan An
2022-Nov,Technical Report,Prospective pre-operative 3-T MR neurography peripheral nerve mapping of upper extremity amputations implanted with FAST-LIFE electrode interfaces of robotic hands: technical report,"Bayan Mogharrabi,Jonathan Cheng,Avneesh Chhabra",Bayan Mogharrabi,Avneesh Chhabra
2022-Nov,Test Yourself: Question,Elbow pain and clicking,"Jun-Li Tham,Zeid Al-Ani",Jun-Li Tham,Zeid Al-Ani
2022-Nov,Test Yourself: Question,Test Yourself Question: A 44-year-old female presented with a 12-month history of elbow pain,"Sharenja Jeyabaladevan,Ramanan Rajakulasingam,Asif Saifuddin",Sharenja Jeyabaladevan,Asif Saifuddin
2022-Nov,Test Yourself: Question,Test Yourself Question: A 69-year-old male presented with a 20-year history of left calf swelling that began following a fall from a tree,"Susan Hesni,Mostafa Ellatif,Asif Saifuddin",Susan Hesni,Asif Saifuddin
2022-Nov,Case Report,Rare malignant melanotic nerve sheath tumors of the upper limb nerves: utility of high-frequency ultrasonography in preoperative imaging,"Wenqing Gong,Jing Wang,Dingzhang Chen",Wenqing Gong,Dingzhang Chen
2022-Nov,Case report,Localized tenosynovial giant cell tumor: a rare case of snapping hip,"Alexander J. Vervaecke,Hugo Declercq,Mathias van den Broek",Alexander J. Vervaecke,Mathias van den Broek
2022-Nov,Case Report,Concomitant lipoma arborescens and synovial osteochondromatosis of the knee,"Sofia Takkal,Luis Diaz,Ali Guermazi",Sofia Takkal,Ali Guermazi
2022-Nov,Case Report,Fracture through tracking pin sites following a robotic-assisted total knee arthroplasty,"Aliya G. Feroe,Amit K. Chakraborty,F. Joseph Simeone",Aliya G. Feroe,F. Joseph Simeone
2022-Nov,Case Report,Distant migration of gel filler: imaging findings following breast augmentation,"Young Jin Choi,In Sook Lee,Hyo Yeong Ahn",Young Jin Choi,Hyo Yeong Ahn
2022-Nov,Test Yourself: Answer,Elbow pain and clicking,"Jun-Li Tham,Zeid Al-Ani",Jun-Li Tham,Zeid Al-Ani
2022-Nov,Test Yourself: Answer,Test Yourself Answer To Question: A 44-year-old Female Presented with a 12-month History of Elbow Pain,"Sharenja Jeyabaladevan,Ramanan Rajakulasingam,Asif Saifuddin",Sharenja Jeyabaladevan,Asif Saifuddin
2022-Nov,Test Yourself: Answer,Test yourself answer to question: a 69-year-old male presented with a 20-year history of left calf swelling that began following a fall from a tree,"Susan Hesni,Mostafa Ellatif,Asif Saifuddin",Susan Hesni,Asif Saifuddin
