Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2022-Apr,Review Article,Ultrasound of myxofibrosarcoma,"Yoav Morag,David R. Lucas",Yoav Morag,David R. Lucas
2022-Apr,Review Article,"Update of pediatric soft tissue tumors with review of conventional MRI appearance—part 2: vascular lesions, fibrohistiocytic tumors, muscle tumors, peripheral nerve sheath tumors, tumors of uncertain differentiation, and undifferentiated small round cell sarcomas","Ezekiel Maloney,Khalid Al-Dasuqi,Jack Porrino",Ezekiel Maloney,Jack Porrino
2022-Apr,Review Article,Diagnostic performance of MRI and CT in diagnosing necrotizing soft tissue infection: a systematic review,"Robert M. Kwee,Thomas C. Kwee",Robert M. Kwee,Thomas C. Kwee
2022-Apr,Review Article,The Lodwick classification for grading growth rate of lytic bone tumors: a decision tree approach,"Matthias Benndorf,Fabian Bamberg,Pia M. Jungmann",Matthias Benndorf,Pia M. Jungmann
2022-Apr,Review Article,Update on the imaging features of the enchondromatosis syndromes,"Ban Sharif,Daniel Lindsay,Asif Saifuddin",Ban Sharif,Asif Saifuddin
2022-Apr,Perspective,"Perspective to Bredella MA, Chung CB. Diversity and perception of equity and respect in the Society of Skeletal Radiology.Skel Rad;2021",Mark E. Schweitzer,Mark E. Schweitzer,Mark E. Schweitzer
2022-Apr,Scientific Article,Radio-carpal wrist MR arthrography: comparison of ultrasound with fluoroscopy and palpation-guided injections,"Abeer Houssein Ali,Omran Khodary Qenawy,Nagham Nabil Omar",Abeer Houssein Ali,Nagham Nabil Omar
2022-Apr,Scientific Article,Do Ahlbäck scores identify subgroups with different magnitudes of cartilage thickness loss in patients with moderate to severe radiographic osteoarthritis? One-year follow-up data from the Osteoarthritis Initiative,"Stine Hangaard,Mikael Boesen,Wolfgang Wirth",Stine Hangaard,Wolfgang Wirth
2022-Apr,Scientific Article,CT-guided transforaminal epidural steroid injection for discogenic lumbar radiculopathy: influence of contrast dispersion and radiologist’s experience on clinical outcome,"Christoph Germann,Dimitri N. Graf,Reto Sutter",Christoph Germann,Reto Sutter
2022-Apr,Scientific Article,Prevalence of sacroiliitis among patients referred for hip MR arthrography,"Joseph Giaconi,Leah Waldman,Thomas Learch",Joseph Giaconi,Thomas Learch
2022-Apr,Scientific Article,Reliability of various diastasis measurement methods on weightbearing radiographs in patients with subtle Lisfranc injuries,"Yuki Sugino,Ichiro Yoshimura,Takuaki Yamamoto",Yuki Sugino,Takuaki Yamamoto
2022-Apr,Scientific Article,Soft tissue solitary fibrous tumors of the musculoskeletal system: spectrum of MRI appearances and characteristic imaging features,"Vimarsha G. Swami,Elizabeth G. Demicco,Lawrence M. White",Vimarsha G. Swami,Lawrence M. White
2022-Apr,Scientific Article,MRI analysis of simple and aneurysmal bone cysts in the proximal humerus: what actually matters in clinical routine,"E. Josip,C. Kremser,B. Henninger",E. Josip,B. Henninger
2022-Apr,Scientific Article,Evaluation of potential tissue heating during percutaneous drill-assisted bone sampling in an in vivo porcine study,"Stefan M. Niehues,Sefer Elezkurtaj,Lisa C. Adams",Stefan M. Niehues,Lisa C. Adams
2022-Apr,Scientific Article,Angioleiomyoma of the extremities: correlation of magnetic resonance imaging with histopathological findings in 25 cases,"Hiromi Edo,Ayano Matsunaga,Hiroshi Shinmoto",Hiromi Edo,Hiroshi Shinmoto
2022-Apr,Scientific Article,Diversity and perception of equity and respect in the Society of Skeletal Radiology (SSR),"Miriam A. Bredella,Christine B. Chung",Miriam A. Bredella,Christine B. Chung
2022-Apr,Scientific Article,Computed tomography guided radiofrequency ablation of osteoid osteoma in children: a single center’s experience,"Dimitrios Filippiadis,Danai Stefanou,Alexis Kelekis",Dimitrios Filippiadis,Alexis Kelekis
2022-Apr,Scientific Article,Pediatric musculoskeletal pathologies: are there differences in triage of diagnoses and preferences for communication between radiology and orthopedics?,"Syed H. Hussaini,Marian Gaballah,Jie C. Nguyen",Syed H. Hussaini,Jie C. Nguyen
2022-Apr,Correction,Correction to: Pediatric musculoskeletal pathologies: are there differences in triage of diagnoses and preferences for communication between radiology and orthopedics?,"Syed H. Hussaini,Marian Gaballah,Jie C. Nguyen",Syed H. Hussaini,Jie C. Nguyen
2022-Apr,Test Yourself: Question,Test yourself question: atraumatic fracture of an abnormal humerus,"Mostafa Ellatif,Ian Pressney,Paul O’Donnell",Mostafa Ellatif,Paul O’Donnell
2022-Apr,Case Report,Fibroma-like PEComa: a newly recognized soft tissue neoplasm in tuberous sclerosis patients—imaging features and review of literature,"Gitanjali Bajaj,Matthew R. Lindberg,Avneesh Chhabra",Gitanjali Bajaj,Avneesh Chhabra
2022-Apr,Test Yourself: Answer,Test yourself answer to question: atraumatic fracture of an abnormal humerus,"Mostafa Ellatif,Ian Pressney,Paul O’Donnell",Mostafa Ellatif,Paul O’Donnell
