Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2018-Jan,Scientific Article,Southwick angle measurements and SCFE slip severity classifications are affected by frog-lateral positioning,"Carly E. Jones,Anthony P. Cooper,Agnes G. d’Entremont",Carly E. Jones,Agnes G. d’Entremont
2018-Jan,Review Article,Anterior cervical discectomy and fusion: review and update for radiologists,"Kimia Khalatbari Kani,Felix S. Chew",Kimia Khalatbari Kani,Felix S. Chew
2018-Jan,Scientific Article,Assessment of hindfoot alignment using MRI and standing hindfoot alignment radiographs (Saltzman view),"Nydia Büber,Marco Zanetti,Nadja Saupe",Nydia Büber,Nadja Saupe
2018-Jan,Scientific Article,Reliability of standing weight-bearing (0.25T) MR imaging findings and positional changes in the lumbar spine,"Bjarke B. Hansen,Philip Hansen,Mikael Boesen",Bjarke B. Hansen,Mikael Boesen
2018-Jan,Scientific Article,Is lead shielding of patients necessary during fluoroscopic procedures? A study based on kyphoplasty,"Joshua R. Smith,Rebecca M. Marsh,Michael S. Silosky",Joshua R. Smith,Michael S. Silosky
2018-Jan,Scientific Article,Imaging features of glenoid bare spot in a pediatric population,"Sahlya Djebbar,Zehava Sadka Rosenberg,Ignacio Rossi",Sahlya Djebbar,Ignacio Rossi
2018-Jan,Scientific Article,Combined classical spindle cell/pleomorphic lipoma spectrum imaging and clinical data,"Yara Younan,Anthony Martinez,Adam D. Singer",Yara Younan,Adam D. Singer
2018-Jan,Scientific Article,Spontaneous shrinkage of solitary osteochondromas,"Hisaki Aiba,Satoshi Yamada,Takanobu Otsuka",Hisaki Aiba,Takanobu Otsuka
2018-Jan,Scientific Article,Osseous spurs at the fovea capitis femoris—a frequent finding in asymptomatic volunteers,"Susanne Bensler,Christoph A. Agten,Reto Sutter",Susanne Bensler,Reto Sutter
2018-Jan,Scientific Article,Imaging characteristics of subcutaneous amyloid deposits in diabetic patients: the “insulin ball”,"Noriko Tanio,Taiki Nozaki,Koyu Suzuki",Noriko Tanio,Koyu Suzuki
2018-Jan,Scientific Article,Conservatively treated knee injury is associated with knee cartilage matrix degeneration measured with MRI-based T2 relaxation times: data from the osteoarthritis initiative,"Felix C. Hofmann,Jan Neumann,Thomas M. Link",Felix C. Hofmann,Thomas M. Link
2018-Jan,Correction,Correction to: Highlights of the annual scientific meeting of the 24th congress of the European Society of Musculoskeletal Radiology (ESSR) 2017,"Carmelo Messina,Luca Maria Sconfienza,Giuseppe Guglielmi",Carmelo Messina,Giuseppe Guglielmi
2018-Jan,Scientific Article,Comparison of a fast 5-min knee MRI protocol with a standard knee MRI protocol: a multi-institutional multi-reader study,"Erin Fitz,Gerald Alaia,Alex Benedick,Naveen Subhas",Erin Fitz,Naveen Subhas
2018-Jan,Case Report,Pitfalls in soft tissue sarcoma imaging: chronic expanding hematomas,"Kiarash Jahed,Behnaz Khazai,Adam D. Singer",Kiarash Jahed,Adam D. Singer
2018-Jan,Case Report,Multiple skeletal muscle metastases revealing a cardiac intimal sarcoma,"Amandine CrombéPierre-François Lintingre,Benjamin Dallaudière",Amandine CrombéPierre-François Lintingre,Benjamin Dallaudière
2018-Jan,Case Report,Intraosseous migration of tendinous calcifications: two case reports,"A. Marinetti,M. Sessa,S. W. Della Sala",A. Marinetti,S. W. Della Sala
2018-Jan,Case Report,Subfascial fat herniation: sonographic features of back mice,"Christin A. Tiegs-Heiden,Naveen S. Murthy,John A. Skinner",Christin A. Tiegs-Heiden,John A. Skinner
2018-Jan,Case Report,"Undifferentiated pleomorphic sarcoma: indolent, tail-like recurrence of a high-grade tumor","Justin S. Alpert,Patrick Boland,David M. Panicek",Justin S. Alpert,David M. Panicek
2018-Jan,Test Yourself: Answer,Slowly growing mass on the left shoulder,"Wayne B. Cohen-Levy,Jean Jose,Juan Pretell-Mazzini",Wayne B. Cohen-Levy,Juan Pretell-Mazzini
2018-Jan,Browser's Notes,Browser’s notes,,,
2018-Jan,Test Yourself: Question,Slowly growing mass on the left shoulder,"Wayne B. Cohen-Levy,Jean Jose,Juan Pretell-Mazzini",Wayne B. Cohen-Levy,Juan Pretell-Mazzini
2018-Jan,Meeting Review,Highlights of the annual scientific meeting of the 24th congress of the European Society of Musculoskeletal Radiology (ESSR) 2017,"Carmelo Messina,Luca Maria Sconfienza,Giuseppe Guglielmi",Carmelo Messina,Giuseppe Guglielmi
2018-Feb,Scientific Article,Reduction of artifacts caused by orthopedic hardware in the spine in spectral detector CT examinations using virtual monoenergetic image reconstructions and metal-artifact-reduction algorithms,"Nils Große Hokamp,V. Neuhaus,J. Borggrefe",Nils Große Hokamp,J. Borggrefe
2018-Feb,Scientific Article,Effect of patient age on accuracy of primary MRI signs of long head of biceps tearing and instability in the shoulder: an MRI-arthroscopy correlation study,"Camilo G. Borrero,Joanna Costello,Dharmesh Vyas",Camilo G. Borrero,Dharmesh Vyas
2018-Feb,Scientific Article,Safety of omitting routine bleeding tests prior to image-guided musculoskeletal core needle biopsy,"Yuri Shif,Justin W. Kung,Jim S. Wu",Yuri Shif,Jim S. Wu
2018-Feb,Scientific Article,Dose reduction for fluoroscopically guided injections: phantom simulation and patient procedures,"C. Y. Chang,F. J. Simeone,A. J. Huang",C. Y. Chang,A. J. Huang
2018-Feb,Scientific Article,Detection of femoroplasty on pre- and post-arthroscopic comparison radiographs following treatment of femoroacetabular impingement syndrome: multi-reader accuracy and agreement study,"Steffen J. Haider,Alan H. Siegel,Yvonne Y. Cheung",Steffen J. Haider,Yvonne Y. Cheung
2018-Feb,Scientific Article,Hyperextension injuries of the knee: do patterns of bone bruising predict soft tissue injury?,"A. M. Ali,J. K. Pillai,B. J. Roberton",A. M. Ali,B. J. Roberton
2018-Feb,Scientific Article,Voriconazole-induced periostitis deformans: serial imaging in a patient with ANCA vasculitis,"S. Cormican,N. Adams,D. de Freitas",S. Cormican,D. de Freitas
