Date,Article Class,Article Titles,List of Article Author Names,First Author,Last Author
2021-Apr,Review Article,Imaging of meniscal allograft transplantation: what the radiologist needs to know,"Saeed Dianat,Kirstin M. Small,Jacob C. Mandell",Saeed Dianat,Jacob C. Mandell
2021-Apr,Review Article,Tennis overuse injuries in the upper extremity,"Hanisha Patel,Sonali Lala,Tony T. Wong",Hanisha Patel,Tony T. Wong
2021-Apr,Review Article,Edema-like marrow signal intensity: a narrative review with a pictorial essay,"Davide Maraghelli,Maria Luisa Brandi,Stefano Colagrande",Davide Maraghelli,Stefano Colagrande
2021-Apr,Scientific Article,MARS MRI assessment of fatty degeneration of the gluteal muscles in patients with THA: reliability and accuracy of commonly used classification systems,"Christian Klemt,F. Joseph Simeone,Young-Min Kwon",Christian Klemt,Young-Min Kwon
2021-Apr,Scientific Article,Contrast-enhanced ultrasound-guided musculoskeletal biopsies: our experience and technique,"Steven P. Daniels,Lori Mankowski Gettle,Andrew B. Ross",Steven P. Daniels,Andrew B. Ross
2021-Apr,Scientific Article,Deep learning method for segmentation of rotator cuff muscles on MR images,"Giovanna Medina,Colleen G. Buckless,Martin Torriani",Giovanna Medina,Martin Torriani
2021-Apr,Scientific Article,Dual-energy CT arthrography: a feasibility study,"Rashpal Sandhu,Mercan Aslan,Naveen Subhas",Rashpal Sandhu,Naveen Subhas
2021-Apr,Scientific Article,An inconspicuous stabilizer of the subtalar joint: MR arthrographic anatomy of the posterior talocalcaneal ligament,"Bahar Cankaya,Hayri Ogul",Bahar Cankaya,Hayri Ogul
2021-Apr,Scientific Article,MRI-histopathological correlation in paediatric conventional central chondrosarcoma: a report of 17 cases,"Amir Ardakani,Panagiotis Gikas,Asif Saifuddin",Amir Ardakani,Asif Saifuddin
2021-Apr,Scientific Article,Musculoskeletal Outside Interpretation (MOI-RADS): an automated quality assurance tool to prospectively track discrepancies in second-opinion interpretations in musculoskeletal imaging,"Maria A. Bedoya,Andrew S. Chi,Tessa S. Cook",Maria A. Bedoya,Tessa S. Cook
2021-Apr,Scientific Article,Radiology-pathology correlation for bone and soft tissue tumors or tumor-like masses: single institutional experience after implementation of a weekly conference,"James S. Banks,Hillary W. Garner,Daniel E. Wessell",James S. Banks,Daniel E. Wessell
2021-Apr,Scientific Article,Safety and efficacy comparison of three- vs four-needle technique in the management of moderate to severe osteoarthritis of the knee using cooled radiofrequency ablation,"Philip Kin-Wai Wong,Nima Kokabi,Felix M. Gonzalez",Philip Kin-Wai Wong,Felix M. Gonzalez
2021-Apr,Scientific Article,Measurement of tibial tuberosity—trochlear groove distance by MRI: assessment and correction of knee positioning errors,"Niels Egund,Nikolaj Skou,Anne Grethe Jurik",Niels Egund,Anne Grethe Jurik
2021-Apr,Scientific Article,Assessment of postoperative acromial and subacromial morphology after arthroscopic acromioplasty using magnetic resonance imaging,"Hye Jin Kang,Ji Seon Park,So Young Park",Hye Jin Kang,So Young Park
2021-Apr,Scientific Article,An assessment of fluid–fluid levels on magnetic resonance imaging of spinal tumours,"Nehal Singla,Syed Ehtasham Junaid,Asif Saifuddin",Nehal Singla,Asif Saifuddin
2021-Apr,Scientific Article,"Development of a technique for MRI gold-standard direct volumetric measurement of complex joint effusion, and validation at the hip","Vanessa Quinn-Laurin,Geoffrey P. Bostick,Jacob L. Jaremko",Vanessa Quinn-Laurin,Jacob L. Jaremko
2021-Apr,Scientific Article,Dermatofibrosarcoma protuberans: the diagnosis of high-grade fibrosarcomatous transformation,"Paul Choong,Daniel Lindsay,Asif Saifuddin",Paul Choong,Asif Saifuddin
2021-Apr,Scientific Article,Intraosseous lipomas originating from simple bone cysts,"Bernhard J. Tins,Yaron J. Berkowitz,Paul Cool",Bernhard J. Tins,Paul Cool
2021-Apr,Test Yourself: Question,Test yourself question: incidental left L5/S1 facet finding on MRI,"R. Rajakulasingam,D. Lindsay,T. Muthukumar",R. Rajakulasingam,T. Muthukumar
2021-Apr,Case Report,Epiphyseal lymphoid infiltrates of the knee in adolescents,"Lukas Urbanschitz,Christoph Amadeus Agten,Daniel Andreas Müller",Lukas Urbanschitz,Daniel Andreas Müller
2021-Apr,Case Report,Fibroma-like perivascular epithelioid cell tumor: a rare case in a long bone,"Sara Ramezanpour,Andrew E. Horvai,Thomas M. Link",Sara Ramezanpour,Thomas M. Link
2021-Apr,Case Report,Soft tissue recurrence of an osteoid osteoma: an exceptional observation,"Emilie Wacheul,Thibaut Leemrijse,Frédéric E. Lecouvet",Emilie Wacheul,Frédéric E. Lecouvet
2021-Apr,Case Report,Ulnar shaft stress fractures in fast-pitch softball pitchers: a case series and proposed mechanism of injury,"Jens T. Verhey,Erik Verhey,Jeremiah R. Long",Jens T. Verhey,Jeremiah R. Long
2021-Apr,Test Yourself: Answer,Test yourself answer to question: Incidental left L5/S1 facet finding on MRI,"Ramanan Rajakulasingam,Daniel Lindsay,Thillainayagam Muthukumar",Ramanan Rajakulasingam,Thillainayagam Muthukumar
2021-Apr,Correction,"Correction to: Characteristic MRI findings of shoulder, elbow, and wrist joints in wheelchair user","Masafumi Sakai,Hirotaka Mutsuzaki,Kotaro Nakajima",Masafumi Sakai,Kotaro Nakajima
2021-Apr,Browser's Notes,Browser’s Notes,,,
